PERFIS;wagsantisteban;danilogentili;Leah_Sandy;rafinhabastos;huckluciano;marcelotas;programapanico;rosana;kibeloco;melhoresfrases;;;;;;;;;;;;;
433;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Agora que eu ia comprar uma porquinha pra vc namorar vc vem me dizer q nãoo está com gripe suina? Vou assar a porca entãoo! abs;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
434;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT: @MauMeirelles: O @danilogentili nãoo morreu de gripe suína. O vírus nãoo aguentou ficar com ele 2 segundos. - hauahuahauah =x;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
435;RT @Leah_Sandy @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo qr usar máscaras.33 MILHõeS têm AIDS e ninguém quer usar camisinha;é parece que a gripe suína vai virar moda entre os famosos, ainda bem que nãoo sou conhecido! @danilogentili @huckluciano;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
436;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @danilogentili Tava brincando. Só queria ver se gostavam d mim. Acordei c/ febre menor. A suspeita d gripe suina passou! Vamos transar?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
437;RT @wagsantisteban: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @MauMeirellesO @danilogentili nãoo morreu de gripe suína. O vírus nãoo aguentou ficar com ele 2 segundos. - AHUHAUHUAHUH  u,u;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
438;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @MauMeirelles: O @danilogentili nãoo morreu de gripe suína. O vírus nãoo aguentou ficar com ele 2 segundos. [hahaha!!];-;-;-;-;-;-;-;-;;;;;;;;;;;;;
439;RT@Leah_Sandy @wagsantisteban 4 mil pessoas têm gripe suína,todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;HAHAHA, BOA! RT @MauMeirelles O @danilogentili nãoo morreu de gripe suína. O vírus nãoo aguentou ficar com ele 2 segundos.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
440;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @MauMeirelles O @danilogentili nãoo morreu de gripe suína. O vírus nãoo aguentou ficar com ele 2 segundos. eurimuito HSIOAHSOIAHSOIA;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
441;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Gripe suína? Esse tipo de coisa nãoo chega aqui no ABC. Se ainda mora em St André, ta livre de risco hahaha;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
442;RT @wagsantisteban: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @MauMeirellesO @danilogentili nãoo morreu de gripe suína. O vírus nãoo aguentou ficar com ele 2 segundos. BOA MAU!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
443;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!!;HAHAHAHAH esse cara é um Gênio: RT @danilogentili (...) A suspeita de gripe suina passou! Vamos transar?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
444;RT @Leah_Sandy: RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usa ...;O @danilogentili nãoo morreu de gripe suína. O vírus nãoo aguentou ficar com ele 2 segundos.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
445;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili viado. hahahahahah Crise, Gripe Suina, 2012 eu nao acredito em nada.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
446;RT @Leah_Sandy RT @wagsantisteban 4mil pessoas têm gripe suína e todo mundo quer usar máscaras.33MILHõeS têm AIDS e ngm quer usar camisinha!;@danilogentili Transar? Claro que nãoo... Vc pode nãoo estar com gripe suína, mas é um espão­rito de porco... kkkk;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
447;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;André Marques pegou gripe suína.. acho que ele andou fazendo alguma coisa com o @danilogentili x);-;-;-;-;-;-;-;-;;;;;;;;;;;;;
448;RT @Leah_Sandy @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ngn quer usar camisinha!;@danilogentili apronta mais uma. Agora dizem no twitter dele que ele faleceu de gripe suina.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
449;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@MichelleNunes Fala serio né rsrsrsrsrsrs @danilogentili Morreu de gripe suína Â¬Â¬;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
450;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT: @danilogentili: Aqui é o primo do Danilo. Com muito pesar venho avisar q infelizmente ele veio a falecer de Gripe Suina.  o.ão•;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
451;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @danilogentili Danilo Gentili faleceu de gripe suína (assim disse o seu primo). Será verdade ou apenas uma notícia a la Mr. Manson?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
452;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;O @danilogentili inventa de morrer de gripe suína bem no mês que ele viria a Sãoo Carlos... humpfs! =/ rsrsrs;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
453;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili será que foram os seguranças do congresso que transmitiram gripe suina pra ele ? joãoo gordo vai comemorar .;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
454;RT @leah_sandy @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar ca ...;Como assim? fala sério! RT @danilogentili Aq é o primo do Danilo.Com mto pesar venho avisar q infelizment ele veio a falece de Gripe Suina.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
455;4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha! @wagsantisteban;@danilogentili Morreu de gripe suína... tsc tsc... Até parece que é assim! -Q;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
456;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Isso prova que a gripe suína nãoo é tãoo ruim quanto dizem por ai. #moontweet;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
457;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Há ta se @danilogentili veio a falecer de Gripe Suina muito Prazer: Naomi Campbell;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
458;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Finalmente!! Viva a gripe suína!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
459;Leah_SandyRT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras 33 MILHõeS têm AIDS e ninguém quer usar camisinha;RT: @danilogentili: Aqui é o primo do Danilo. Com muito pesar venho avisar q ele veio a falecer de Gripe Suina. Detalhes do velório em breve;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
460;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;?!?!?!?! RT @danilogentili Aqui é o primo do Danilo. Com muito pesar venho avisar q infelizmente ele veio a falecer de Gripe Suina.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
461;RT@Leah_SandyRT @wagsantisteban 4mil pessoas têm gripe suína e todo mundo quer usar máscaras.33MILHõeS têmAIDSe ninguém quer usar camisinha!;RT: @danilogentili Aqui é o primo do Danilo. Com muito pesar venho avisar q infelizmente ele veio a falecer de Gripe Suina.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
462;RT @Leah_Sandy @wagsantisteban 4 mil pessoas têm gripe suína e tdo mundo quer usar máscaras.33 MILHõeS têm AIDS e ninguém qr usar camisinha!;@danilogentili me passa essa sua gripe, eu quero um beijo seu* \o/ to nem ai com gripe suina rsrsrs;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
463;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;poxa... torcendo muito pro @danilogentili nãoo estar com gripe suína. =(;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
464;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Suspeita de gripe suína beeemmm???;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
465;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Nãoo me admira que vc esteja com gripe suína. O nome da doença já diz tudo...rsrsrs!Melhoras!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
466;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili gripe suína? sério mesmo? que merdaa!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
467;@Leah_Sandy @wagsantisteban 4mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili ão¨ verdade ou nãoó sobre a gripe suína, vc tá de quarentena?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
468;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Aproveite a suspeita de gripe suína e volta lá no Senado. Quem sabe nãoo te agarram de novo.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
469;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Dani, se cuida e repousa bastante. Nãoo queremos que vc deixe de vir a Ribeirãoo por suspeita de gripe suína hein?!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
470;RT@Leah_Sandy@wagsantisteban 4 mil pessoas têm gripe suína,todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT: @WillerAzeredo: Meu deus agora um reporter(@DaniloGentili) da band está com gripe suina, e só a globo lançar que todos querem imitar,kkk;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
471;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili ow é serio isso mesmo, q talvez vc ta com gripe suina? espero q naum pq eu comprei ingresso pro seu show em ribeirao preto;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
472;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili sua gripe suína pode nos salvar do sarney. Se tiver, aquele segurança dele q te abraçou pegou. E como ele cola no sarney...;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
473;@wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Caramba, agora que vi, o @danilogentili está com suspeita de gripe suína. =/ Tomara que nãoo se confirme. Melhooras =];-;-;-;-;-;-;-;-;;;;;;;;;;;;;
474;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili. Danilo melhoras pra vc!! Tomara q nãoo seja a gripe suína hehehe...bjaum ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
475;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili... VC TA COM GRIPE SUINA... TOMARA Q nãoO... MELHORASS;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
476;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili tem alguem com gripe suina;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
477;FODA! RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Nãoo é uma boa semana para @DaniloGentili, depois de apanhar do segurança do Sarney, está com suspeita de gripe suína...;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
478;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Até @danilogentili com suspeita de gripe suína? =O To começando a ficar com medoÂ³ de viajar pro Chile =X;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
479;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT: @WillerAzeredo: Meu deus agora um reporter(@DaniloGentili) da band está com gripe suina, e só a globo lançar que todos querem imitar,kkk;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
480;RT @wagsantisteban: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Voce nao ta com gripe suína nada, para com isso :(;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
481;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@AddisonMontg Meu deus agora um reporter(@DaniloGentili) da band estar com gripe suina, e só a globo lançar que todos querem imitar,kkk;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
482;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Dan, melhoras querido... pode ter certeza que nãoo é a gripe suina... mais se for... trate de se cuidar viu... AMO MUITO VC!!!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
483;RT @Nayvet @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;"Henrique Só faltava esta agora..... RT @MahRangel: @danilogentili você já foi diagnosticado?! é a ""gripe suína"" mesmo? http://ff.im/4Oeei";-;-;-;-;-;-;-;-;;;;;;;;;;;;;
484;4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha! créditos: @wagsantisteban;ahh eu nao me importaria em pegar gripe suína do @danilogentili *-* #eulesa;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
485;wagsantisteban4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;"Só faltava esta agora..... RT @MahRangel: @danilogentili você já foi diagnosticado?! é a ""gripe suína"" mesmo?";-;-;-;-;-;-;-;-;;;;;;;;;;;;;
486;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;"@danilogentili você já foi diagnosticado?! é a ""gripe suína"" mesmo?";-;-;-;-;-;-;-;-;;;;;;;;;;;;;
487;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;A gripe suina tá atingindo as celebridades agr. #medo #rupertgrint #andremarques #danilogentili;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
488;@flaviavelho@wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras.33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili caceta hein! Gripe suína.. vc num era CUrinthia?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
489;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili GRIPE SUINA ? VOCãoŠ ? nãoo pode =(;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
490;RT @wagsantisteban: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili é gripe suína?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
491;RT: @wagsantisteban: 4mil pessoas têm gripe suína e td mundo quer usar máscaras. 33 MILHõeS têm AIDS e ngm quer usar camisinha!;@danilogentili gripe suina é foda! ;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
492;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Você tá bem? O que você tem? Gripe suína? Oo;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
493;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili deve ter pego gripe suina dos porcos no senado!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
494;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;André Marques e amiguinho do Harry Potter ainda vai, mas @danilogentili com gripe suína nãoo dá né! Hahaha, tadinhooo!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
495;RT @leoschabbach  @wagsantisteban 4 mil pessoas têm gripe suína e td mundo quer usar máscaras. 33 MILHõeS têm AIDS e ngm quer usar camisinha;@danilogentili GRIPE SUINA ? Oo;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
496;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili  tá com gripe suína?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
497;RT @Lulis: RT @wagsantisteban: 4 mil pessoas têm gripe suína e td mundo quer usar máscaras. 33 MILHõeS têm AIDS e ningm quer usar camisinha!;@danilogentili Vc tb está de quarentena por causa da gripe suina?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
498;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili A gripe suína atacando o humor, ela é muito espão­rito de porco mesmo.;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
499;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;e agora @danilogentili com suspeita de gripe suína? Se deus for justo o andré marques morre antes. =X;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
500;RT @camilasilvano @wagsantisteban 4 mil pessoas têm gripe suína e td mundo quer usar máscaras. 33 MILHõeS têm AIDS e ngm quer usar camisinha;@danilogentili to torcendo muito pra que nãoo seja a gripe suína. Se cuida! â™¥;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
501;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Se tivesse se vestido de açougueiro nãoo estaria  com a suposta gripe suína!!!Melhoras pra vc @danilogentili !!!;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
502;RT: @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@rogeriomorgado Isso foi depois do @danilogentili dizer que se ele estiver com gripe suina e morrer vai deixar todas as piadas pra você;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
503;RT @wagsantisteban: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili ja teve o prognóstico? eh gripe suína msm?;-;-;-;-;-;-;-;-;;;;;;;;;;;;;
